Data,Fechamento
2001-01-02,15425
2001-01-03,16599
2001-01-04,16675
2001-01-05,16410
2001-01-08,16562
2001-01-09,16976
2001-01-10,16919
2001-01-11,17024
2001-01-12,16850
2001-01-15,16963
2001-01-16,16721
2001-01-17,17191
2001-01-18,17521
2001-01-19,17530
2001-01-22,17392
2001-01-23,17832
2001-01-24,17772
2001-01-26,17889
2001-01-29,17883
2001-01-30,17723
2001-01-31,17673
2001-02-01,17039
2001-02-02,16915
2001-02-05,16731
2001-02-06,17007
2001-02-07,16812
2001-02-08,17243
2001-02-09,17138
2001-02-12,16917
2001-02-13,17096
2001-02-14,17120
2001-02-15,16937
2001-02-16,16259
2001-02-19,16061
2001-02-20,15911
2001-02-21,15594
2001-02-22,15910
2001-02-23,16158
2001-02-28,15891
2001-03-01,16417
2001-03-02,16581
2001-03-05,16537
2001-03-06,16324
2001-03-07,16395
2001-03-08,16227
2001-03-09,16123
2001-03-12,15527
2001-03-13,15584
2001-03-14,15245
2001-03-15,15061
2001-03-16,15237
2001-03-19,14836
2001-03-20,14903
2001-03-21,14853
2001-03-22,14067
2001-03-23,14435
2001-03-26,14712
2001-03-27,14835
2001-03-28,14632
2001-03-29,14282
2001-03-30,14438
2001-04-02,13981
2001-04-03,13737
2001-04-04,13855
2001-04-05,14443
2001-04-06,14485
2001-04-09,14719
2001-04-10,15048
2001-04-11,14819
2001-04-12,14969
2001-04-16,14445
2001-04-17,14337
2001-04-18,14955
2001-04-19,14431
2001-04-20,13696
2001-04-23,13893
2001-04-24,14068
2001-04-25,14163
2001-04-26,14757
2001-04-27,14928
2001-04-30,14918
2001-05-02,14897
2001-05-03,15142
2001-05-04,15093
2001-05-07,14875
2001-05-08,14747
2001-05-09,14779
2001-05-10,14993
2001-05-11,14493
2001-05-14,14237
2001-05-15,14226
2001-05-16,14714
2001-05-17,14794
2001-05-18,14884
2001-05-21,15128
2001-05-22,14829
2001-05-23,14692
2001-05-24,14523
2001-05-25,14310
2001-05-28,14302
2001-05-29,14454
2001-05-30,14489
2001-05-31,14650
2001-06-01,14792
2001-06-04,15104
2001-06-05,15395
2001-06-06,15329
2001-06-07,15464
2001-06-08,15366
2001-06-11,15224
2001-06-12,15173
2001-06-13,15403
2001-06-15,14985
2001-06-18,14355
2001-06-19,14401
2001-06-20,14571
2001-06-21,14823
2001-06-22,14682
2001-06-25,14540
2001-06-26,14460
2001-06-27,14308
2001-06-28,14391
2001-06-29,14560
2001-07-02,14555
2001-07-03,14353
2001-07-04,14056
2001-07-05,14048
2001-07-06,13907
2001-07-10,13570
2001-07-11,13812
2001-07-12,13916
2001-07-13,14078
2001-07-16,13811
2001-07-17,14169
2001-07-18,13791
2001-07-19,13762
2001-07-20,14092
2001-07-23,14068
2001-07-24,13738
2001-07-25,13956
2001-07-26,13810
2001-07-27,13910
2001-07-30,13704
2001-07-31,13754
2001-08-01,13743
2001-08-02,13823
2001-08-03,13838
2001-08-06,14047
2001-08-07,14036
2001-08-08,13919
2001-08-09,13834
2001-08-10,13915
2001-08-13,13771
2001-08-14,13829
2001-08-15,13659
2001-08-16,13509
2001-08-17,13044
2001-08-20,13115
2001-08-21,12892
2001-08-22,12952
2001-08-23,12751
2001-08-24,13001
2001-08-27,12996
2001-08-28,13018
2001-08-29,13077
2001-08-30,12892
2001-08-31,12841
2001-09-03,12800
2001-09-04,12767
2001-09-05,12591
2001-09-06,12255
2001-09-10,11922
2001-09-11,10828
2001-09-12,11114
2001-09-13,10306
2001-09-14,10034
2001-09-17,10545
2001-09-18,10554
2001-09-19,10745
2001-09-20,10543
2001-09-21,10419
2001-09-24,10533
2001-09-25,10229
2001-09-26,10006
2001-09-27,10405
2001-09-28,10636
2001-10-01,10501
2001-10-02,10351
2001-10-03,10233
2001-10-04,10062
2001-10-05,10197
2001-10-08,10095
2001-10-09,10284
2001-10-10,10462
2001-10-11,10785
2001-10-15,11329
2001-10-16,11258
2001-10-17,11271
2001-10-18,10995
2001-10-19,11332
2001-10-22,11700
2001-10-23,11613
2001-10-24,11468
2001-10-25,11724
2001-10-26,11781
2001-10-29,11377
2001-10-30,11024
2001-10-31,11365
2001-11-01,11388
2001-11-05,12165
2001-11-06,12416
2001-11-07,12616
2001-11-08,12554
2001-11-09,12731
2001-11-12,12567
2001-11-13,12918
2001-11-14,12826
2001-11-16,12883
2001-11-19,12987
2001-11-20,12638
2001-11-21,12794
2001-11-22,13019
2001-11-23,13424
2001-11-26,13760
2001-11-27,13603
2001-11-28,13019
2001-11-29,12736
2001-11-30,12932
2001-12-03,13336
2001-12-04,13147
2001-12-05,13382
2001-12-06,13539
2001-12-07,13299
2001-12-10,13446
2001-12-11,13348
2001-12-12,13563
2001-12-13,13148
2001-12-14,12959
2001-12-17,12912
2001-12-18,13397
2001-12-19,13290
2001-12-20,12918
2001-12-21,13369
2001-12-26,13358
2001-12-27,13756
2001-12-28,13578
2002-01-02,13872
2002-01-03,14265
2002-01-04,14332
2002-01-07,14379
2002-01-08,14168
2002-01-09,14021
2002-01-10,13570
2002-01-11,13587
2002-01-14,13122
2002-01-15,13011
2002-01-16,13084
2002-01-17,13337
2002-01-18,13373
2002-01-21,13155
2002-01-22,13004
2002-01-23,13232
2002-01-24,13162
2002-01-28,13002
2002-01-29,12501
2002-01-30,12532
2002-01-31,12721
2002-02-01,12659
2002-02-04,12513
2002-02-05,12748
2002-02-06,12751
2002-02-07,12684
2002-02-08,12598
2002-02-13,12961
2002-02-14,13245
2002-02-15,13230
2002-02-18,13122
2002-02-19,12992
2002-02-20,13303
2002-02-21,13530
2002-02-22,13563
2002-02-25,13978
2002-02-26,13964
2002-02-27,14212
2002-02-28,14033
2002-03-01,14343
2002-03-04,14471
2002-03-05,14011
2002-03-06,13839
2002-03-07,13726
2002-03-08,13962
2002-03-11,13696
2002-03-12,14181
2002-03-13,14244
2002-03-14,14117
2002-03-15,14365
2002-03-18,14245
2002-03-19,14118
2002-03-20,14090
2002-03-21,13717
2002-03-22,13312
2002-03-25,13278
2002-03-26,13570
2002-03-27,13425
2002-03-28,13255
2002-04-01,13467
2002-04-02,13245
2002-04-03,13085
2002-04-04,13360
2002-04-05,13276
2002-04-08,13160
2002-04-09,13195
2002-04-10,13416
2002-04-11,13411
2002-04-12,13751
2002-04-15,13472
2002-04-16,13623
2002-04-17,13732
2002-04-18,13573
2002-04-19,13478
2002-04-22,13224
2002-04-23,13188
2002-04-24,13381
2002-04-25,13273
2002-04-26,13076
2002-04-29,13090
2002-04-30,13085
2002-05-02,12538
2002-05-03,12610
2002-05-06,12430
2002-05-07,12342
2002-05-08,12617
2002-05-09,12102
2002-05-10,12130
2002-05-13,12002
2002-05-14,12204
2002-05-15,12350
2002-05-16,12660
2002-05-17,12699
2002-05-20,12668
2002-05-21,12701
2002-05-22,12368
2002-05-23,12556
2002-05-24,12574
2002-05-27,12698
2002-05-28,12728
2002-05-29,12985
2002-05-31,12861
2002-06-03,12659
2002-06-04,12600
2002-06-05,12590
2002-06-06,12113
2002-06-07,12283
2002-06-10,12600
2002-06-11,12210
2002-06-12,12133
2002-06-13,11962
2002-06-14,11699
2002-06-17,11937
2002-06-18,11821
2002-06-19,11493
2002-06-20,10909
2002-06-21,10398
2002-06-24,10759
2002-06-25,10706
2002-06-26,10691
2002-06-27,11013
2002-06-28,11139
2002-07-01,10892
2002-07-02,10846
2002-07-03,10636
2002-07-04,10655
2002-07-05,10524
2002-07-08,10687
2002-07-10,10556
2002-07-11,10806
2002-07-12,10967
2002-07-15,10633
2002-07-16,10578
2002-07-17,10755
2002-07-18,10813
2002-07-19,10583
2002-07-22,9892
2002-07-23,9746
2002-07-24,9937
2002-07-25,9666
2002-07-26,9217
2002-07-29,9240
2002-07-30,9342
2002-07-31,9763
2002-08-01,9760
2002-08-02,9852
2002-08-05,9470
2002-08-06,9755
2002-08-07,9870
2002-08-08,10316
2002-08-09,9986
2002-08-12,9724
2002-08-13,9444
2002-08-14,9343
2002-08-15,9183
2002-08-16,9526
2002-08-19,9417
2002-08-20,9263
2002-08-21,9438
2002-08-22,9703
2002-08-23,9676
2002-08-26,10098
2002-08-27,10372
2002-08-28,10380
2002-08-29,10455
2002-08-30,10382
2002-09-02,10378
2002-09-03,10136
2002-09-04,9997
2002-09-05,9723
2002-09-06,9717
2002-09-09,9954
2002-09-10,9960
2002-09-11,10182
2002-09-12,10173
2002-09-13,10181
2002-09-16,9831
2002-09-17,9650
2002-09-18,9505
2002-09-19,9372
2002-09-20,9585
2002-09-23,9264
2002-09-24,9148
2002-09-25,9228
2002-09-26,9199
2002-09-27,8716
2002-09-30,8623
2002-10-01,8998
2002-10-02,8820
2002-10-03,9140
2002-10-04,9260
2002-10-07,8863
2002-10-08,8847
2002-10-09,8715
2002-10-10,8866
2002-10-11,8855
2002-10-14,8451
2002-10-15,8507
2002-10-16,8371
2002-10-17,8902
2002-10-18,9022
2002-10-21,9128
2002-10-22,9331
2002-10-23,9840
2002-10-24,9799
2002-10-25,10015
2002-10-28,9574
2002-10-29,9601
2002-10-30,10069
2002-10-31,10168
2002-11-01,10140
2002-11-04,9913
2002-11-05,9861
2002-11-06,9703
2002-11-07,9799
2002-11-08,9860
2002-11-11,9886
2002-11-12,9721
2002-11-13,9764
2002-11-14,9884
2002-11-18,9971
2002-11-19,9971
2002-11-20,10088
2002-11-21,10289
2002-11-22,10404
2002-11-25,10246
2002-11-26,10132
2002-11-27,10226
2002-11-28,10239
2002-11-29,10509
2002-12-02,10674
2002-12-03,10663
2002-12-04,10640
2002-12-05,10413
2002-12-06,10569
2002-12-09,10339
2002-12-10,10331
2002-12-11,10614
2002-12-12,10587
2002-12-13,10564
2002-12-16,10771
2002-12-17,10833
2002-12-18,10985
2002-12-19,11208
2002-12-20,11490
2002-12-23,11470
2002-12-26,11318
2002-12-27,11234
2002-12-30,11268
2003-01-02,11603
2003-01-03,11600
2003-01-06,12020
2003-01-07,11876
2003-01-08,11786
2003-01-09,11912
2003-01-10,12243
2003-01-13,12110
2003-01-14,12175
2003-01-15,11971
2003-01-16,11952
2003-01-17,11676
2003-01-20,11648
2003-01-21,11435
2003-01-22,11142
2003-01-23,11162
2003-01-24,10784
2003-01-27,10530
2003-01-28,10517
2003-01-29,10863
2003-01-30,10751
2003-01-31,10941
2003-02-03,10910
2003-02-04,10577
2003-02-05,10592
2003-02-06,10566
2003-02-07,10381
2003-02-10,10480
2003-02-11,10509
2003-02-12,10510
2003-02-13,10108
2003-02-14,10081
2003-02-17,10189
2003-02-18,10450
2003-02-19,10252
2003-02-20,10217
2003-02-21,10331
2003-02-24,10254
2003-02-25,10192
2003-02-26,9995
2003-02-27,10150
2003-02-28,10281
2003-03-05,10306
2003-03-06,10615
2003-03-07,10724
2003-03-10,10309
2003-03-11,10340
2003-03-12,10577
2003-03-13,10783
2003-03-14,10817
2003-03-17,10875
2003-03-18,11151
2003-03-19,11006
2003-03-20,11159
2003-03-21,11377
2003-03-24,11053
2003-03-25,11232
2003-03-26,11206
2003-03-27,11233
2003-03-28,11396
2003-03-31,11274
2003-04-01,11592
2003-04-02,11872
2003-04-03,12006
2003-04-04,12066
2003-04-07,12136
2003-04-08,11779
2003-04-09,11759
2003-04-10,11591
2003-04-11,11719
2003-04-14,11874
2003-04-15,12106
2003-04-16,12043
2003-04-17,12395
2003-04-22,12452
2003-04-23,12394
2003-04-24,12120
2003-04-25,12126
2003-04-28,12462
2003-04-29,12678
2003-04-30,12557
2003-05-02,12810
2003-05-05,12833
2003-05-06,12644
2003-05-07,12956
2003-05-08,12921
2003-05-09,13214
2003-05-12,13320
2003-05-13,13421
2003-05-14,13459
2003-05-15,13130
2003-05-16,13225
2003-05-19,12746
2003-05-20,12745
2003-05-21,13034
2003-05-22,13101
2003-05-23,13143
2003-05-26,12852
2003-05-27,13246
2003-05-28,13294
2003-05-29,13405
2003-05-30,13422
2003-06-02,13229
2003-06-03,13350
2003-06-04,13718
2003-06-05,13780
2003-06-06,13923
2003-06-09,13846
2003-06-10,13894
2003-06-11,13877
2003-06-12,13983
2003-06-13,13734
2003-06-16,13833
2003-06-17,13777
2003-06-18,13511
2003-06-20,13131
2003-06-23,12991
2003-06-24,13108
2003-06-25,13026
2003-06-26,13112
2003-06-27,13024
2003-06-30,12973
2003-07-01,13291
2003-07-02,13310
2003-07-03,13134
2003-07-04,13274
2003-07-07,13402
2003-07-08,13619
2003-07-10,13501
2003-07-11,13321
2003-07-14,13588
2003-07-15,13614
2003-07-16,13487
2003-07-17,13622
2003-07-18,13794
2003-07-21,13676
2003-07-22,13835
2003-07-23,13799
2003-07-24,13761
2003-07-25,13750
2003-07-28,13643
2003-07-29,13623
2003-07-30,13475
2003-07-31,13572
2003-08-01,13130
2003-08-04,12939
2003-08-05,13059
2003-08-06,12888
2003-08-07,13328
2003-08-08,13500
2003-08-11,13560
2003-08-12,13602
2003-08-13,13682
2003-08-14,13812
2003-08-15,13890
2003-08-18,14146
2003-08-19,14158
2003-08-20,14467
2003-08-21,14670
2003-08-22,14613
2003-08-25,14473
2003-08-26,14878
2003-08-27,15143
2003-08-28,15065
2003-08-29,15174
2003-09-01,15352
2003-09-02,15454
2003-09-03,15634
2003-09-04,15705
2003-09-05,15900
2003-09-08,16050
2003-09-09,15718
2003-09-10,15983
2003-09-11,16292
2003-09-12,16421
2003-09-15,16342
2003-09-16,16270
2003-09-17,16492
2003-09-18,16889
2003-09-19,16851
2003-09-22,16486
2003-09-23,16444
2003-09-24,16058
2003-09-25,15806
2003-09-26,15811
2003-09-29,16109
2003-09-30,16011
2003-10-01,16579
2003-10-02,16894
2003-10-03,17089
2003-10-06,17273
2003-10-07,17470
2003-10-08,17805
2003-10-09,17708
2003-10-10,17676
2003-10-13,18062
2003-10-14,18178
2003-10-15,17942
2003-10-16,17955
2003-10-17,17791
2003-10-20,18370
2003-10-21,18449
2003-10-22,18235
2003-10-23,17690
2003-10-24,17814
2003-10-27,17750
2003-10-28,18228
2003-10-29,17945
2003-10-30,18094
2003-10-31,17982
2003-11-03,18517
2003-11-04,18541
2003-11-05,18307
2003-11-06,18613
2003-11-07,18672
2003-11-10,18572
2003-11-11,18409
2003-11-12,18794
2003-11-13,18755
2003-11-14,18986
2003-11-17,18669
2003-11-18,18813
2003-11-19,18807
2003-11-20,19199
2003-11-21,19248
2003-11-24,19691
2003-11-25,19810
2003-11-26,19695
2003-11-27,19961
2003-11-28,20184
2003-12-01,20521
2003-12-02,20458
2003-12-03,20540
2003-12-04,20414
2003-12-05,20880
2003-12-08,20889
2003-12-09,21260
2003-12-10,20973
2003-12-11,21296
2003-12-12,20974
2003-12-15,20710
2003-12-16,20760
2003-12-17,21199
2003-12-18,21489
2003-12-19,21386
2003-12-22,21630
2003-12-23,21688
2003-12-26,21807
2003-12-29,22045
2003-12-30,22236
2004-01-02,22445
2004-01-05,23532
2004-01-06,23576
2004-01-07,23320
2004-01-08,23717
2004-01-09,23917
2004-01-12,24237
2004-01-13,23940
2004-01-14,23399
2004-01-15,22962
2004-01-16,23155
2004-01-19,23385
2004-01-20,23679
2004-01-21,23302
2004-01-22,22969
2004-01-23,23471
2004-01-26,24350
2004-01-27,24226
2004-01-28,23852
2004-01-29,22386
2004-01-30,21851
2004-02-02,21787
2004-02-03,22281
2004-02-04,21685
2004-02-05,21092
2004-02-06,21969
2004-02-09,21962
2004-02-10,22171
2004-02-11,23197
2004-02-12,23063
2004-02-13,22530
2004-02-16,22189
2004-02-17,22426
2004-02-18,22000
2004-02-19,20951
2004-02-20,21337
2004-02-25,21609
2004-02-26,21450
2004-02-27,21755
2004-03-01,22499
2004-03-02,22442
2004-03-03,22550
2004-03-04,22393
2004-03-05,22873
2004-03-08,22993
2004-03-09,22674
2004-03-10,21670
2004-03-11,20763
2004-03-12,21776
2004-03-15,21234
2004-03-16,21613
2004-03-17,21901
2004-03-18,22370
2004-03-19,22261
2004-03-22,21663
2004-03-23,21205
2004-03-24,20985
2004-03-25,21000
2004-03-26,21541
2004-03-29,21531
2004-03-30,22043
2004-03-31,22142
2004-04-01,22647
2004-04-02,22949
2004-04-05,23146
2004-04-06,23072
2004-04-07,22443
2004-04-08,22725
2004-04-12,22780
2004-04-13,22620
2004-04-14,22312
2004-04-15,21739
2004-04-16,21769
2004-04-19,21627
2004-04-20,21078
2004-04-22,21142
2004-04-23,21590
2004-04-26,21324
2004-04-27,21317
2004-04-28,20474
2004-04-29,19865
2004-04-30,19607
2004-05-03,19709
2004-05-04,19988
2004-05-05,20026
2004-05-06,19190
2004-05-07,18620
2004-05-10,17604
2004-05-11,18537
2004-05-12,18326
2004-05-13,18402
2004-05-14,18611
2004-05-17,18122
2004-05-18,18556
2004-05-19,18688
2004-05-20,18240
2004-05-21,18285
2004-05-24,18669
2004-05-25,18860
2004-05-26,19069
2004-05-27,19734
2004-05-28,19667
2004-05-31,19545
2004-06-01,19546
2004-06-02,19717
2004-06-03,19400
2004-06-04,19819
2004-06-07,20447
2004-06-08,20284
2004-06-09,19865
2004-06-11,19834
2004-06-14,19488
2004-06-15,20047
2004-06-16,20460
2004-06-17,20335
2004-06-18,20333
2004-06-21,20293
2004-06-22,20199
2004-06-23,20836
2004-06-24,20708
2004-06-25,20750
2004-06-28,20351
2004-06-29,20801
2004-06-30,21149
2004-07-01,21349
2004-07-02,21568
2004-07-05,21670
2004-07-06,21188
2004-07-07,21171
2004-07-08,20887
2004-07-12,21532
2004-07-13,21677
2004-07-14,21673
2004-07-15,22065
2004-07-16,22447
2004-07-19,22102
2004-07-20,22361
2004-07-21,21810
2004-07-22,21730
2004-07-23,21591
2004-07-26,21318
2004-07-27,21737
2004-07-28,22168
2004-07-29,22228
2004-07-30,22337
2004-08-02,22448
2004-08-03,22373
2004-08-04,22178
2004-08-05,21330
2004-08-06,21653
2004-08-09,21261
2004-08-10,21737
2004-08-11,21570
2004-08-12,21570
2004-08-13,21401
2004-08-16,21764
2004-08-17,22061
2004-08-18,22779
2004-08-19,22935
2004-08-20,23196
2004-08-23,22852
2004-08-24,22870
2004-08-25,23058
2004-08-26,22582
2004-08-27,22597
2004-08-30,22869
2004-08-31,22803
2004-09-01,22513
2004-09-02,22688
2004-09-03,22415
2004-09-06,22502
2004-09-08,22534
2004-09-09,22286
2004-09-10,21968
2004-09-13,21809
2004-09-14,22309
2004-09-15,22344
2004-09-16,22876
2004-09-17,23074
2004-09-20,23078
2004-09-21,23106
2004-09-22,22749
2004-09-23,22944
2004-09-24,22972
2004-09-27,22834
2004-09-28,23231
2004-09-29,23208
2004-09-30,23245
2004-10-01,23777
2004-10-04,24150
2004-10-05,24205
2004-10-06,24027
2004-10-07,24104
2004-10-08,23927
2004-10-11,23954
2004-10-13,23289
2004-10-14,22959
2004-10-15,23368
2004-10-18,23411
2004-10-19,22893
2004-10-20,22873
2004-10-21,23059
2004-10-22,22735
2004-10-25,22603
2004-10-26,22849
2004-10-27,23171
2004-10-28,22929
2004-10-29,23052
2004-11-01,23273
2004-11-03,23660
2004-11-04,23880
2004-11-05,23542
2004-11-08,23212
2004-11-09,23216
2004-11-10,23455
2004-11-11,23521
2004-11-12,24035
2004-11-16,23772
2004-11-17,24170
2004-11-18,24143
2004-11-19,24034
2004-11-22,24445
2004-11-23,24340
2004-11-24,24368
2004-11-25,24867
2004-11-26,24998
2004-11-29,24855
2004-11-30,25128
2004-12-01,25235
2004-12-02,25200
2004-12-03,25468
2004-12-06,25633
2004-12-07,24989
2004-12-08,24968
2004-12-09,24526
2004-12-10,24933
2004-12-13,25225
2004-12-14,25563
2004-12-15,25576
2004-12-16,25831
2004-12-17,25659
2004-12-20,25537
2004-12-21,25890
2004-12-22,25723
2004-12-23,25878
2004-12-27,25937
2004-12-28,26117
2004-12-29,26161
2004-12-30,26196
2005-01-03,25722
2005-01-04,24848
2005-01-05,24692
2005-01-06,24367
2005-01-07,24747
2005-01-10,24292
2005-01-11,24370
2005-01-12,24510
2005-01-13,24806
2005-01-14,24924
2005-01-17,24515
2005-01-18,24089
2005-01-19,24271
2005-01-20,23610
2005-01-21,23818
2005-01-24,24198
2005-01-26,24530
2005-01-27,24030
2005-01-28,23968
2005-01-31,24353
2005-02-01,24149
2005-02-02,24605
2005-02-03,24874
2005-02-04,25732
2005-02-09,26314
2005-02-10,26416
2005-02-11,26671
2005-02-14,26532
2005-02-15,26610
2005-02-16,26384
2005-02-17,27091
2005-02-18,26756
2005-02-21,26853
2005-02-22,26740
2005-02-23,27198
2005-02-24,28436
2005-02-25,28425
2005-02-28,28139
2005-03-01,27730
2005-03-02,28200
2005-03-03,28668
2005-03-04,29197
2005-03-07,29455
2005-03-08,29021
2005-03-09,28514
2005-03-10,28567
2005-03-11,28075
2005-03-14,28099
2005-03-15,27588
2005-03-16,27827
2005-03-17,28086
2005-03-18,27593
2005-03-21,27411
2005-03-22,26618
2005-03-23,26248
2005-03-24,26702
2005-03-28,26257
2005-03-29,25842
2005-03-30,26470
2005-03-31,26611
2005-04-01,26774
2005-04-04,26407
2005-04-05,26038
2005-04-06,25695
2005-04-07,26308
2005-04-08,25885
2005-04-11,25900
2005-04-12,26206
2005-04-13,26066
2005-04-14,24984
2005-04-15,24656
2005-04-18,24877
2005-04-19,25566
2005-04-20,25062
2005-04-22,24767
2005-04-25,25232
2005-04-26,25305
2005-04-27,25242
2005-04-28,24440
2005-04-29,24844
2005-05-02,24705
2005-05-03,24716
2005-05-04,25474
2005-05-05,25436
2005-05-06,25589
2005-05-09,25465
2005-05-10,24763
2005-05-11,24699
2005-05-12,24117
2005-05-13,23887
2005-05-16,24379
2005-05-17,24413
2005-05-18,24898
2005-05-19,24829
2005-05-20,24522
2005-05-23,24215
2005-05-24,24545
2005-05-25,24478
2005-05-27,25255
2005-05-30,25424
2005-05-31,25207
2005-06-01,25949
2005-06-02,26640
2005-06-03,26366
2005-06-06,25556
2005-06-07,25026
2005-06-08,24702
2005-06-09,24484
2005-06-10,24951
2005-06-13,24902
2005-06-14,25744
2005-06-15,25481
2005-06-16,25751
2005-06-17,26093
2005-06-20,26046
2005-06-21,25722
2005-06-22,25678
2005-06-23,24816
2005-06-24,24917
2005-06-27,25226
2005-06-28,25261
2005-06-29,25126
2005-06-30,25051
2005-07-01,25311
2005-07-04,25045
2005-07-05,24675
2005-07-06,24517
2005-07-07,24450
2005-07-08,24423
2005-07-11,25016
2005-07-12,25536
2005-07-13,25856
2005-07-14,25920
2005-07-15,25222
2005-07-18,25321
2005-07-19,25271
2005-07-20,25705
2005-07-21,25842
2005-07-22,25391
2005-07-25,24531
2005-07-26,24868
2005-07-27,25338
2005-07-28,26068
2005-07-29,26042
2005-08-01,26298
2005-08-02,26789
2005-08-03,26714
2005-08-04,26470
2005-08-05,26518
2005-08-08,26711
2005-08-09,27291
2005-08-10,27117
2005-08-11,26633
2005-08-12,26951
2005-08-15,27375
2005-08-16,27080
2005-08-17,27416
2005-08-18,26900
2005-08-19,26644
2005-08-22,27261
2005-08-23,26769
2005-08-24,26712
2005-08-25,27402
2005-08-26,27095
2005-08-29,27385
2005-08-30,27604
2005-08-31,28045
2005-09-01,27962
2005-09-02,28319
2005-09-05,28522
2005-09-06,28855
2005-09-08,28828
2005-09-09,29308
2005-09-12,29086
2005-09-13,28873
2005-09-14,29050
2005-09-15,29366
2005-09-16,29816
2005-09-19,30076
2005-09-20,30059
2005-09-21,30837
2005-09-22,30678
2005-09-23,31294
2005-09-26,31141
2005-09-27,30875
2005-09-28,31317
2005-09-29,31209
2005-09-30,31584
2005-10-03,31856
2005-10-04,31284
2005-10-05,30164
2005-10-06,29227
2005-10-07,29973
2005-10-10,30277
2005-10-11,30614
2005-10-13,29880
2005-10-14,29770
2005-10-17,30242
2005-10-18,29068
2005-10-19,29297
2005-10-20,28344
2005-10-21,29176
2005-10-24,29835
2005-10-25,29498
2005-10-26,29730
2005-10-27,29133
2005-10-28,29318
2005-10-31,30194
2005-11-01,30900
2005-11-03,31100
2005-11-04,30888
2005-11-07,30952
2005-11-08,30971
2005-11-09,30666
2005-11-10,30725
2005-11-11,30511
2005-11-14,30219
2005-11-16,30482
2005-11-17,31087
2005-11-18,31102
2005-11-21,31110
2005-11-22,31489
2005-11-23,31943
2005-11-24,31945
2005-11-25,31920
2005-11-28,31358
2005-11-29,31652
2005-11-30,31917
2005-12-01,32617
2005-12-02,32832
2005-12-05,32701
2005-12-06,33223
2005-12-07,32757
2005-12-08,32480
2005-12-09,32922
2005-12-12,32971
2005-12-13,33420
2005-12-14,33629
2005-12-15,33193
2005-12-16,33292
2005-12-19,33005
2005-12-20,33067
2005-12-21,33517
2005-12-22,33513
2005-12-23,33331
2005-12-26,33298
2005-12-27,33371
2005-12-28,33138
2005-12-29,33456
2006-01-02,33507
2006-01-03,34541
2006-01-04,35002
2006-01-05,34936
2006-01-06,35475
2006-01-09,35337
2006-01-10,35049
2006-01-11,35952
2006-01-12,35779
2006-01-13,35897
2006-01-16,36534
2006-01-17,36119
2006-01-18,35805
2006-01-19,36858
2006-01-20,36695
2006-01-23,36632
2006-01-24,37400
2006-01-26,38014
2006-01-27,37822
2006-01-30,38242
2006-01-31,38383
2006-02-01,38485
2006-02-02,37304
2006-02-03,37262
2006-02-06,37321
2006-02-07,36562
2006-02-08,36499
2006-02-09,36882
2006-02-10,36975
2006-02-13,36114
2006-02-14,36627
2006-02-15,37239
2006-02-16,38256
2006-02-17,38422
2006-02-20,38539
2006-02-21,38166
2006-02-22,38246
2006-02-23,38405
2006-02-24,38610
2006-03-01,39178
2006-03-02,39126
2006-03-03,39240
2006-03-06,38354
2006-03-07,37423
2006-03-08,37289
2006-03-09,36312
2006-03-10,36891
2006-03-13,36793
2006-03-14,37541
2006-03-15,38244
2006-03-16,38157
2006-03-17,38049
2006-03-20,38204
2006-03-21,37398
2006-03-22,37851
2006-03-23,37474
2006-03-24,37577
2006-03-27,37641
2006-03-28,36682
2006-03-29,37492
2006-03-30,37777
2006-03-31,37952
2006-04-03,38717
2006-04-04,38802
2006-04-05,39053
2006-04-06,39285
2006-04-07,38926
2006-04-10,38475
2006-04-11,37901
2006-04-12,38427
2006-04-13,38082
2006-04-17,38462
2006-04-18,39572
2006-04-19,39938
2006-04-20,39775
2006-04-24,39751
2006-04-25,39738
2006-04-26,40410
2006-04-27,39751
2006-04-28,40363
2006-05-02,41017
2006-05-03,40920
2006-05-04,40976
2006-05-05,41417
2006-05-08,41515
2006-05-09,41979
2006-05-10,41752
2006-05-11,40847
2006-05-12,40223
2006-05-15,39271
2006-05-16,39416
2006-05-17,38291
2006-05-18,37807
2006-05-19,37733
2006-05-22,36497
2006-05-23,36110
2006-05-24,35792
2006-05-25,37569
2006-05-26,38630
2006-05-29,38145
2006-05-30,36413
2006-05-31,36530
2006-06-01,37748
2006-06-02,37942
2006-06-05,36740
2006-06-06,36558
2006-06-07,35264
2006-06-08,35438
2006-06-09,35075
2006-06-12,33555
2006-06-13,32848
2006-06-14,32941
2006-06-16,34399
2006-06-19,33897
2006-06-20,33632
2006-06-21,34547
2006-06-22,34317
2006-06-23,34661
2006-06-26,34631
2006-06-27,34376
2006-06-28,34835
2006-06-29,36487
2006-06-30,36631
2006-07-03,37357
2006-07-04,37367
2006-07-05,36378
2006-07-06,36533
2006-07-07,36102
2006-07-10,36141
2006-07-11,36554
2006-07-12,36230
2006-07-13,35354
2006-07-14,35350
2006-07-17,34866
2006-07-18,35130
2006-07-19,36785
2006-07-20,35847
2006-07-21,35510
2006-07-24,36224
2006-07-25,36681
2006-07-26,36594
2006-07-27,36888
2006-07-28,37381
2006-07-31,37077
2006-08-01,36839
2006-08-02,37288
2006-08-03,37451
2006-08-04,37848
2006-08-07,37698
2006-08-08,37600
2006-08-09,37255
2006-08-10,37354
2006-08-11,36944
2006-08-14,36557
2006-08-15,37296
2006-08-16,37678
